,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,License_number,Brand,Type_of_Veihcle,Veihcle_Model,Production_Year,Engine_Size,Country,LastTestDT,TokefDT,Importer,RoadDT,Engine Type
7859,8683,8683,8683,9082070,2.0,1,JFAG,2017,,1,2021,2022,0,2017,1
7860,8684,8684,8684,9647773,4.0,1,VVF46L_לקסוס,2012,,2,2021,2022,0,2012,1
7861,8685,8685,8685,9855971,4.0,1,לקסוס GG15L-CWTGKA,2011,,4,2021,2022,1,2011,1
7862,8686,8686,8686,9276873,6.0,1,463.346,2011,,3,2021,2022,0,2011,4
7863,8688,8688,8688,90066501,2.0,1,JFBG,2016,,1,2021,2021,0,2016,1
7864,8689,8689,8689,9557072,6.0,1,164.125,2010,,1,2021,2022,0,2010,4
7865,8690,8690,8690,9159974,9.0,1,SA_ספורט רובר 'רנג,2012,,5,2021,2022,0,2012,4
7866,8691,8691,8691,9644672,7.0,1,R6GT,2011,,1,2021,2022,0,2011,1
7867,8692,8692,8692,9522772,7.0,1,S4GG,2010,,1,2021,2022,0,2010,1
7868,8693,8693,8693,9752373,9.0,1,ספורט רובר LSAA,2012,,5,2021,2022,0,2012,4
7869,8694,8694,8694,90068701,8.0,1,X5XDRIVE 40E PLUG_,2017,,1,2021,2022,0,2017,2
7872,8697,8697,8697,90000201,12.0,1,היבריד SE קאיין,2017,,3,2021,2022,1,2017,2
7873,8698,8698,8698,90024901,11.0,1,LFBA,2017,,6,2021,2022,0,2017,2
7874,8699,8699,8699,90000301,11.0,1,BCOP,2017,,6,2021,2022,0,2017,2
7875,8700,8700,8700,90190001,8.0,1,XDRIVE____ X5KTOC,2017,,1,2021,2022,0,2017,2
7876,8701,8701,8701,9955479,6.0,1,DA6DB7,2017,,1,2021,2022,0,2017,2
7877,8702,8702,8702,9699175,7.0,1,לימיטד שירוקי JFBG,2014,,1,2021,2022,1,2014,1
7878,8703,8703,8703,9147273,7.0,1,אוברל שירוקי.גR6GT,2011,,1,2021,2022,0,2011,3
7879,8704,8704,8704,9749271,3.0,1,U7E,2010,,1,2021,2022,0,2010,1
7881,8707,8707,8707,9576772,5.0,1,RE4H,2011,,1,2021,2022,0,2011,1
7883,8709,8709,8709,9157876,9.0,1,דיסקברי רובר LAAA,2014,,5,2021,2022,0,2014,4
7884,8710,8710,8710,90133101,8.0,1,KTOC,2017,,1,2021,2022,0,2017,2
7885,8711,8711,8711,90280001,4.0,1,URJ200L-GNZVKA,2017,,1,2021,2022,0,2017,1
7886,8712,8712,8712,9559879,12.0,1,CAYENNE S E 981,2016,,3,2021,2022,0,2016,2
7887,8713,8713,8713,9275274,2.0,1,לרדו שירוקי JFAG,2012,,1,2021,2022,0,2012,1
7888,8714,8714,8714,9640075,6.0,1,DF7CE6 GL450,2013,,1,2021,2022,0,2013,1
7889,8715,8715,8715,9438272,4.0,1,GGL15L-CWTGKA,2011,,1,2021,2022,0,2011,1
7890,8716,8716,8716,9898573,7.0,1,E4GG,2011,,1,2021,2022,0,2011,1
7891,8717,8717,8717,9876671,6.0,1,164.186,2009,,1,2021,2022,0,2009,1
7892,8718,8718,8718,9820371,7.0,1,A241 -X רנגלר יפ'ג,2009,,1,2021,2022,0,2009,1
7893,8719,8719,8719,9780372,7.0,1,R4GGלרדו שירוקי,2011,,1,2021,2021,0,2011,1
7894,8720,8720,8720,9674872,7.0,1,A591_רנגלר יפ'ג,2009,,1,2021,2022,0,2009,1
7895,8721,8721,8721,90630001,2.0,1,CHEROKEE JFBG,2017,,1,2020,2021,0,2017,1
7896,8722,8722,8722,90732001,7.0,1,CHEROKEE JFBG,2017,,1,2021,2022,0,2017,1
7897,8723,8723,8723,90705301,8.0,1,BMW X5 KTOC,2018,,1,2021,2022,0,2018,2
7898,8724,8724,8724,9164475,11.0,1,XC7_______________,2013,,6,2021,2022,0,2013,1
7899,8725,8725,8725,9718876,9.0,1,LAND ROVER GA2J,2015,,5,2021,2022,0,2015,4
7900,8726,8726,8726,9441775,12.0,1,CAYENNE A2A,2014,,3,2021,2022,0,2014,4
7901,8727,8727,8727,9591679,2.0,1,JEBG,2016,,1,2021,2022,0,2016,1
7902,8728,8728,8728,9399974,2.0,1,אוברלנד JKFCG,2012,,1,2021,2022,0,2012,1
7903,8729,8729,8729,9237173,8.0,1,XDRIVE35D X5 7WOC,2011,,1,2021,2022,0,2011,4
7906,8732,8732,8732,9316571,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
7907,8733,8733,8733,9452972,1.0,1,לקסרי אסקלד K10706,2010,,1,2021,2022,0,2010,1
7913,8742,8742,8742,9324655,5.0,6,HONDA SC22,1990,,1,2021,2022,0,1990,1
7915,8746,8746,8746,9880978,15.0,1,INSIGNIA X5EG9,2014,,3,2020,2021,1,2014,1
7916,8747,8747,8747,9350179,6.0,1,GLE-500 166.063,2016,,3,2021,2022,0,2016,2
7917,8748,8748,8748,8378122,4.0,1,RAV4 ASA44L-CNTMKA,2017,,4,2017,2020,1,2017,1
7918,8749,8749,8749,8394022,4.0,1,RAV4 ASA42L-ANTXKA,2014,,2,2021,2022,0,2014,1
7919,8750,8750,8750,8387722,4.0,1,AVAL GSX40L-AETPKA,2014,,1,2019,2020,1,2014,1
7920,8751,8751,8751,8375222,10.0,1,I350 GSE312 AEZLHA,2016,,2,2020,2021,1,2016,1
7921,8752,8752,8752,9931822,3.0,1,DB3,2009,,3,2021,2022,1,2009,4
7922,8753,8753,8753,92368701,6.0,1,447705,2017,,3,2021,2021,0,2017,4
7923,8754,8754,8754,90560301,8.0,1,BMW 530E JA91,2018,,3,2018,2021,0,2018,2
7924,8755,8755,8755,91312301,8.0,1,7J21,2018,,3,2019,2022,0,2018,2
7926,8758,8758,8758,9083371,6.0,1,CL500 מרצדס,2010,,3,2021,2022,0,2010,1
7929,8763,8763,8763,9217071,6.0,1,S500,2010,,3,2021,2022,1,2010,1
7930,8764,8764,8764,9051369,13.0,1,1ZF57 היבריד מליבו,2008,,1,2020,2021,0,2008,1
7931,8765,8765,8765,9208068,7.0,1,GP54L- קנטריׂטאון,2006,,4,2021,2022,0,2006,3
7932,8766,8766,8766,9215271,1.0,1,NG26 - SRX,2010,,8,2020,2021,0,2010,1
7933,8767,8767,8767,9658571,8.0,1,KB01 - 760-I,2010,,3,2020,2021,0,2010,1
7934,8768,8768,8768,9678969,8.0,1,HN81 - LI 750,2008,,3,2021,2022,0,2008,1
7935,8769,8769,8769,9073271,6.0,1,221.056 - S 350,2010,,3,2021,2022,0,2010,1
7936,8770,8770,8770,9885768,6.0,1,S-350,2009,,3,2021,2022,0,2009,1
7937,8771,8771,8771,9429969,3.0,1,S22,1977,,1,2021,2022,0,1977,1
7938,8772,8772,8772,9576269,6.0,1,221186-S500,2009,,3,2021,2022,0,2009,1
7939,8773,8773,8773,9231869,1.0,1,6DW29 - STS,2009,,1,2021,2022,0,2009,1
7941,8775,8775,8775,9167371,1.0,1,DZ67A - STS,2010,,1,2021,2022,0,2010,1
7942,8776,8776,8776,9286271,4.0,1,סיינהGSL20L-PRAEKA,2010,,1,2021,2022,0,2010,1
7943,8777,8777,8777,9366771,8.0,1,NU31 - I523,2010,,3,2021,2022,0,2010,1
7944,8778,8778,8778,9902869,4.0,1,סיינהGSL20L-PFAEKA,2009,,1,2021,2021,0,2009,1
7945,8779,8779,8779,9626469,4.0,1,"ארהב-סיינה GSL20L""",2009,,1,2020,2021,0,2009,1
7946,8780,8780,8780,9078569,4.0,1,סיינהGSL20L-PRAEKA,2009,,1,2021,2022,0,2009,3
7947,8781,8781,8781,9261871,4.0,1,GSL2OL PRAEKA,2010,,1,2021,2022,0,2010,1
7948,8782,8782,8782,9624969,4.0,1,סיינהGSL20L-PRAEKA,2009,,1,2021,2022,0,2009,1
7949,8783,8783,8783,9308968,4.0,1,SIEN GSL20L-PRAEKA,2008,,1,2021,2021,0,2008,1
7950,8784,8784,8784,9573768,4.0,1,L20L-PRAEKA-SIENNA,2009,,1,2021,2022,0,2009,1
7951,8785,8785,8785,9334571,4.0,1,סיינהGSL20L-PRAEKA,2010,,1,2020,2021,0,2010,1
7952,8786,8786,8786,9824668,4.0,1,GSL2OL-PFAEKA,2009,,1,2021,2022,0,2009,1
7953,8787,8787,8787,9089355,6.0,1,107045,1984,,3,2021,2022,0,1984,1
7954,8788,8788,8788,9646472,6.0,1,164.12F,2011,,1,2020,2021,0,2011,4
7955,8789,8789,8789,9367275,12.0,1,A2A,2014,,3,2020,2021,0,2014,4
7956,8790,8790,8790,9246971,1.0,1,CTS PF577,2010,,1,2020,2021,0,2010,1
7957,8791,8791,8791,9411868,8.0,1,525I,2008,,3,2020,2021,0,2008,1
7958,8792,8792,8792,9491471,4.0,1,סקויהUCK65L-GKASKA,2009,,1,2020,2021,0,2009,3
7959,8793,8793,8793,9888969,8.0,1,FG43- X6,2010,,1,2021,2022,0,2010,1
7960,8794,8794,8794,9677872,6.0,1,218359CLS350 מרצדס,2011,,3,2021,2022,0,2011,1
7961,8795,8795,8795,9877469,7.0,1,לרדו שירוקי R48K,2009,,1,2021,2022,0,2009,3
7962,8796,8796,8796,9031469,7.0,1,R48K שירוקי גראנד,2009,,1,2021,2022,0,2009,1
7963,8797,8797,8797,9006769,7.0,1,K58K,2007,,1,2021,2022,0,2007,3
7964,8798,8798,8798,9039271,6.0,1,221156 535LONG,2009,,3,2021,2022,0,2009,1
7965,8799,8799,8799,6405626,6.0,9,MERCEDES E-220D,2018,,3,2021,2022,0,2018,4
7966,8800,8800,8800,6139626,6.0,9,MERCEDES,2019,,3,2021,2022,1,2019,4
7967,8801,8801,8801,9274971,6.0,1,221.056 - S-350,2010,,3,2021,2022,0,2010,1
7969,8803,8803,8803,9542669,6.0,1,216371_CL 500,2009,,3,2021,2022,0,2009,1
7970,8804,8804,8804,9343369,6.0,1,ML-350,2009,,1,2021,2022,0,2009,1
7971,8805,8805,8805,9137569,7.0,1,R68M,2009,,1,2021,2022,0,2009,4
7972,8806,8806,8806,9802261,6.0,1,221.071-S500,2008,,3,2021,2022,1,2008,1
7973,8807,8807,8807,9658068,7.0,1,G582 קומנדר גיפ,2008,,1,2021,2022,0,2008,3
7974,8808,8808,8808,9042571,4.0,1,ASV4OL CETNKA,2010,,1,2021,2022,0,2010,1
7975,8809,8809,8809,9064473,15.0,1,TGF75,2003,,3,2021,2022,0,2003,1
7976,8810,8810,8810,9151469,8.0,1,HN61-740LI,2008,,3,2021,2021,0,2008,1
7978,8812,8812,8812,9366871,13.0,1,CK10906 - סוברבאן,2010,,1,2021,2022,0,2010,1
7980,8814,8814,8814,9822668,14.0,1,N54P קאראוון גראנד,2009,,1,2021,2022,0,2009,1
7981,8815,8815,8815,9577769,1.0,1,YV36A__XLR,2009,,1,2021,2022,0,2009,1
7982,8821,8821,8821,9218321,11.0,1,A556,2008,,6,2021,2022,1,2008,1
7983,8822,8822,8822,6802222,6.0,1,E300 213.048,2018,,3,2021,2022,1,2018,1
7984,8823,8823,8823,91570701,5.0,1,R26H,2020,,1,2020,2022,1,2020,1
7985,8824,8824,8824,90230201,8.0,1,KTOC,2016,,1,2021,2022,0,2016,2
7986,8825,8825,8825,91301601,8.0,1,7D01 7D01,2018,,3,2021,2022,0,2018,2
7987,8826,8826,8826,9293373,8.0,1,FS51,2011,,3,2021,2022,0,2011,1
7988,8827,8827,8827,90032601,3.0,1,6P8T_מוסטנג,2017,,1,2021,2022,0,2017,1
7989,8828,8828,8828,9079972,4.0,1,ACV40L CEANKA,2008,,1,2021,2022,0,2008,1
7990,8830,8830,8830,9399955,5.0,6,SC22,1990,,1,2021,2022,0,1990,1
7991,8831,8831,8831,9305469,6.0,1,CLS350______219357,2009,,3,2021,2022,0,2009,1
7992,8832,8832,8832,9932461,6.0,1,200 SLK,2008,,3,2021,2022,0,2008,1
7993,8833,8833,8833,9569768,7.0,1,N69L_קרוספייר,2008,,1,2021,2022,1,2008,1
7994,8834,8834,8834,9801861,7.0,1,שירוקי גרנדR58N,2008,,1,2021,2022,0,2008,3
7995,8835,8835,8835,9707669,12.0,1,9PA - GTS קאיין,2009,,3,2021,2022,1,2009,1
7996,8836,8836,8836,9175369,7.0,1,R48K - שירוקי גרנד,2009,,1,2021,2022,0,2009,1
7997,8837,8837,8837,9181069,7.0,1,R48K שירוקי גרנד,2009,,1,2021,2022,0,2009,1
7998,8838,8838,8838,9477468,7.0,1,R58N-שירוקי גרנד,2008,,1,2021,2022,0,2008,1
7999,8839,8839,8839,9886868,7.0,1,A691 - ראנגלר,2009,,1,2021,2022,0,2009,1
8000,8840,8840,8840,9849368,7.0,1,R48K - שירוקי גרנד,2009,,1,2021,2022,0,2009,1
8001,8842,8842,8842,91371201,11.0,1,XC90 T8 BROP,2018,,6,2021,2022,0,2018,2
8002,8843,8843,8843,9236955,2.0,1,WRANGLER L81K,1988,,1,2021,2022,0,1988,1
8003,8844,8844,8844,9219855,4.0,1,LANDCRUISER__FJ40L,1982,,2,2021,2022,0,1982,1
8005,8846,8846,8846,3015222,11.0,1,CM98,2009,,20,2021,2022,0,2009,1
8006,8847,8847,8847,8394722,4.0,1,GRN210L-GKPGKA,2004,,2,2021,2022,0,2004,1
8007,8848,8848,8848,9324355,2.0,1,JEEP WRANGLER Y49T,1990,,1,2021,2022,0,1990,1
8008,8849,8849,8849,8602022,4.0,1,GSL45L-BRAMKA,2008,,2,2021,2022,0,2008,1
8009,8850,8850,8850,9888179,6.0,1,DA6DB6,2017,,1,2021,2022,0,2017,2
8010,8851,8851,8851,90032801,4.0,1,GS455L-AR7MHA,2017,,4,2021,2022,0,2017,1
8011,8852,8852,8852,9036270,9.0,1,LMAJ,2012,,5,2021,2022,0,2012,4
8012,8853,8853,8853,91236701,6.0,1,C350E AMG 205.047,2019,,3,2021,2022,0,2019,2
8013,8854,8854,8854,91495101,8.0,1,7J21 BMW 740LE,2018,,3,2021,2022,0,2018,2
8014,8855,8855,8855,90439301,6.0,1,MERCEDES GLE-500E,2017,,1,2021,2022,0,2017,2
8015,8856,8856,8856,90723501,10.0,1,GS300H,2017,,2,2021,2022,0,2017,1
8016,8857,8857,8857,90551501,11.0,1,XC90T6 BROP,2018,,6,2021,2022,1,2018,2
8017,8858,8858,8858,90439401,6.0,1,GLE 43 AMG D6EB2,2017,,1,2021,2022,0,2017,1
8018,8859,8859,8859,91133701,7.0,1,WRANGLER JXFG,2018,,1,2021,2022,0,2018,1
8020,8861,8861,8861,90354601,2.0,1,JEEP GRAND CHEROKE,2017,,1,2021,2022,0,2017,1
8021,8862,8862,8862,91657001,6.0,1,S5504 MATIC XJ8FB,2014,,3,2020,2021,0,2014,1
8024,8865,8865,8865,91204401,6.0,1,MERCEDES GLC-350E,2018,,3,2021,2022,0,2018,2
8025,8866,8866,8866,90780701,6.0,1,253.354,2018,,3,2021,2022,0,2018,2
8026,8867,8867,8867,91376401,6.0,1,WJ6BO,2018,,1,2021,2022,0,2018,1
8027,8868,8868,8868,91315201,8.0,1,BMW X5 XDRIVE4KTOC,2018,,1,2021,2022,0,2018,2
8029,8870,8870,8870,90438201,11.0,1,VOLVO XL90 T6 BROP,2017,,6,2020,2021,0,2017,2
8030,8872,8872,8872,91257401,7.0,1,GRAND CHEROKE JFDJ,2019,,1,2021,2022,0,2019,1
8031,8873,8873,8873,91292601,8.0,1,X5 KTOC,2018,,1,2021,2022,0,2018,2
8032,8874,8874,8874,90669401,8.0,1,X5 X5 KTOC,2017,,1,2021,2022,0,2017,2
8033,8875,8875,8875,91431001,8.0,1,74OLE XDRIVE 7J21,2018,,5,2021,2022,0,2018,2
8035,8877,8877,8877,91542601,8.0,1,B M W 745 X DRIVE,2019,,3,2021,2022,0,2019,2
8036,8878,8878,8878,91141501,8.0,1,BMW X5 KT01,2018,,1,2021,2022,0,2018,2
8037,8879,8879,8879,91049701,7.0,1,GRARD CHEROKE JFDJ,2019,,1,2021,2022,0,2019,1
8038,8880,8880,8880,90527901,12.0,1,PORSCHE MACAN 95B,2017,,3,2021,2022,0,2017,1
8039,8881,8881,8881,90363601,6.0,1,GLE550 DA6DB,2017,,1,2021,2022,0,2017,2
8040,8882,8882,8882,90936001,6.0,1,463 346,2014,,3,2021,2021,0,2014,4
8041,8883,8883,8883,90558501,8.0,1,BMW X5 KTOC,2017,,1,2021,2022,0,2017,2
8042,8884,8884,8884,91469301,6.0,1,DA6 DB7,2019,,1,2021,2022,0,2019,2
8043,8885,8885,8885,91077901,13.0,1,SUBURBAN SKHKC,2018,,1,2021,2022,0,2018,1
8044,8886,8886,8886,90243901,12.0,1,SE פנמרה פורשה,2017,,3,2021,2022,0,2017,2
8045,8887,8887,8887,9041370,8.0,1,740E PLUG IN HYBRI,2017,,3,2021,2022,0,2017,2
8046,8888,8888,8888,9077870,8.0,1,KTOC,2016,,1,2021,2021,0,2016,2
8047,8889,8889,8889,90011401,7.0,1,JFAG,2017,,1,2021,2022,0,2017,1
8048,8890,8890,8890,90054901,12.0,1,A2A,2016,,3,2021,2022,0,2016,2
8049,8891,8891,8891,9040070,2.0,1,לימיטד שירוקיPJMD,2017,,1,2021,2022,0,2017,1
8050,8892,8892,8892,9948479,9.0,1,ספורט LWA2F,2017,,5,2021,2022,0,2017,4
8051,8893,8893,8893,9054170,12.0,1,92A,2017,,3,2021,2022,0,2017,2
8052,8894,8894,8894,9573675,6.0,1,DA5HB,2013,,1,2021,2022,0,2013,1
8053,8895,8895,8895,9295772,7.0,1,R5GG,2011,,1,2021,2022,0,2011,3
8054,8896,8896,8896,9685871,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8055,8897,8897,8897,9677374,6.0,1,DA2EB,2013,,1,2021,2022,0,2013,4
8056,8898,8898,8898,9791271,7.0,1,ספורט ליברטי- N2GK,2010,,1,2021,2022,0,2010,1
8057,8899,8899,8899,9025875,12.0,1,A2A,2013,,3,2021,2022,0,2013,1
8058,8900,8900,8900,9074575,8.0,1,ZWOC,2013,,1,2020,2022,0,2013,4
8059,8901,8901,8901,9033174,6.0,1,ML 530_DA5HB,2012,,1,2020,2022,0,2012,1
8060,8902,8902,8902,9850971,6.0,1,164.871,2009,,1,2020,2021,0,2009,1
8061,8903,8903,8903,9097675,8.0,1,ZWOC,2013,,1,2021,2022,0,2013,4
8062,8904,8904,8904,9391273,5.0,1,CRV EXL RM4H,2012,,1,2021,2022,0,2012,1
8063,8905,8905,8905,9155872,4.0,1,GSV35L-CWAGKA,2008,,1,2021,2022,0,2008,1
8064,8906,8906,8906,9765878,12.0,1,92A,2016,,3,2021,2022,0,2016,4
8065,8907,8907,8907,9526872,3.0,1,V7D,2011,,1,2021,2022,0,2011,1
8066,8908,8908,8908,9088772,7.0,1,ASH1,2011,,1,2021,2022,0,2011,3
8067,8909,8909,8909,9607472,4.0,1,GSL25L-PFAEKA,2008,,1,2021,2022,0,2008,1
8068,8910,8910,8910,9534372,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8069,8911,8911,8911,9507072,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8070,8912,8912,8912,9514372,12.0,1,987S,2011,,3,2021,2022,0,2011,1
8071,8913,8913,8913,9405872,4.0,1,GGL15L-ABOVE,2011,,4,2021,2022,0,2011,1
8072,8914,8914,8914,9329772,4.0,1,GGL15L-CWTGKA,2011,,4,2021,2022,0,2011,1
8073,8915,8915,8915,9099972,9.0,1,LSAA,2011,,5,2021,2022,0,2011,4
8074,8916,8916,8916,9165472,7.0,1,R5GG,2011,,1,2021,2022,0,2011,1
8075,8917,8917,8917,9570172,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8076,8918,8918,8918,9795471,13.0,1,CV14526,2009,,1,2020,2021,0,2009,1
8077,8919,8919,8919,9946071,4.0,1,ASA33L-CNPSKA,2010,,4,2021,2022,0,2010,1
8078,8920,8920,8920,9934072,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8079,8921,8921,8921,9475479,6.0,1,166063,2015,,3,2021,2022,0,2015,2
8080,8922,8922,8922,9832373,2.0,1,שירוקי גרנד_R5GG,2011,,1,2021,2022,0,2011,1
8081,8923,8923,8923,9728871,7.0,1,AG41,2010,,1,2021,2022,0,2010,1
8082,8924,8924,8924,9704569,6.0,1,164.186 - ML350,2009,,1,2021,2021,0,2009,1
8083,8925,8925,8925,9116073,6.0,1,164.186,2011,,1,2021,2021,0,2011,1
8084,8926,8926,8926,9699674,12.0,1,92A,2012,,3,2021,2022,0,2012,4
8085,8927,8927,8927,9874379,8.0,1,KTOC,2016,,1,2021,2022,0,2016,2
8087,8929,8929,8929,9292678,6.0,1,ML350 DA5HB,2014,,1,2021,2022,0,2014,1
8088,8930,8930,8930,9423471,7.0,1,N28K,2010,,1,2021,2022,0,2010,1
8089,8931,8931,8931,9253576,6.0,1,S-550 UG8FB,2014,,3,2021,2022,0,2014,1
8091,8933,8933,8933,9696475,9.0,1,ספורט רובר WA2K,2014,,5,2021,2022,0,2014,4
8092,8934,8934,8934,9777079,9.0,1,GA2J,2017,,5,2021,2022,1,2017,4
8093,8935,8935,8935,9217573,8.0,1,X5 ZWOC,2012,,1,2021,2022,1,2012,4
8095,8937,8937,8937,9454973,6.0,1,GL-350 16412F,2012,,1,2021,2022,0,2012,4
8096,8938,8938,8938,9561674,6.0,1,ML350 DA2EB,2012,,1,2021,2022,0,2012,4
8097,8939,8939,8939,9593176,6.0,1,G63 AMG 463.272,2014,,3,2021,2022,0,2014,1
8099,8941,8941,8941,9075475,9.0,1,ROVER SPORT WA2K,2013,,5,2020,2021,0,2013,4
8100,8942,8942,8942,9937474,6.0,1,ML 350 DA5HB,2013,,1,2021,2022,0,2013,1
8101,8943,8943,8943,9828079,6.0,1,253.354,2017,,3,2021,2022,1,2017,2
8102,8944,8944,8944,9786372,8.0,1,X5__ZV4C,2010,,1,2021,2021,0,2010,1
8103,8945,8945,8945,9825071,8.0,1,XDRIVE35I X6 FG2C,2011,,1,2021,2022,0,2011,1
8104,8946,8946,8946,9706378,6.0,1,F4KB0,2015,,1,2021,2022,0,2015,1
8105,8947,8947,8947,9601678,12.0,1,PORSCHE MACANS A5B,2016,,3,2021,2022,0,2016,1
8106,8948,8948,8948,9751976,12.0,1,CARRERA 911___POR5,2015,,3,2021,2022,0,2015,1
8108,8950,8950,8950,9406976,6.0,1,S 500 _____222 185,2014,,3,2021,2022,0,2014,1
8110,8952,8952,8952,9963475,2.0,1,RJFA שירוקי גרנד,2014,,1,2021,2022,0,2014,1
8111,8953,8953,8953,9871973,6.0,1,ML350 DA5HB,2012,,1,2021,2022,0,2012,1
8114,8956,8956,8956,9344673,2.0,1,רוביקון רנגלר JWCG,2012,,1,2021,2022,0,2012,1
8115,8957,8957,8957,9585175,2.0,1,JWE5_דיזל רנגלר,2014,,1,2021,2022,0,2014,4
8116,8958,8958,8958,9485872,8.0,1,G70C_M X6,2010,,1,2021,2022,0,2010,1
8117,8959,8959,8959,9481974,8.0,1,ZC51,2013,,3,2021,2022,0,2013,1
8118,8960,8960,8960,9488374,9.0,1,LSAA,2013,,5,2021,2022,0,2013,4
8119,8961,8961,8961,9071779,12.0,1,ZZZ99,2013,,3,2021,2022,0,2013,1
8120,8962,8962,8962,91529001,6.0,1,E350E 213 050,2018,,3,2021,2022,0,2018,2
8121,8963,8963,8963,91081801,6.0,1,E350E 213 050,2018,,3,2021,2022,0,2018,2
8122,8964,8964,8964,91209201,8.0,1,BMW 530E JA91,2018,,3,2021,2022,0,2018,2
8123,8965,8965,8965,91212001,6.0,1,S560E 222 173,2019,,3,2021,2022,0,2019,2
8124,8966,8966,8966,90444001,6.0,1,350E,2016,,3,2021,2022,0,2016,2
8125,8967,8967,8967,91471401,8.0,1,740E,2018,,3,2021,2022,0,2018,2
8126,8968,8968,8968,90368701,6.0,1,E350E,2017,,3,2021,2022,0,2017,2
8127,8969,8969,8969,91336101,8.0,1,BMW 530E JA91,2018,,3,2021,2022,0,2018,2
8128,8970,8970,8970,91460301,6.0,1,E 350E 213.050,2018,,3,2021,2022,0,2018,2
8129,8971,8971,8971,90176501,4.0,1,AVV50L CEX GBA,2017,,1,2021,2022,0,2017,2
8130,8972,8972,8972,9654771,6.0,1,221.56-S350,2010,,3,2021,2022,0,2010,1
8131,8973,8973,8973,9598971,7.0,1,300 TOURING___A53G,2008,,4,2020,2021,0,2008,1
8132,8974,8974,8974,9058069,7.0,1,G48N - קומנדר גיפ,2009,,1,2021,2021,0,2009,3
8133,8975,8975,8975,6799026,6.0,9,E220D 213.004,2020,,3,2021,2021,0,2020,4
8134,8976,8976,8976,6916026,6.0,9,E220D 213.004,2020,,3,2021,2022,0,2020,4
8135,8977,8977,8977,6139726,6.0,9,MERCEDES 213004,2019,,3,2021,2022,1,2019,4
8136,8978,8978,8978,7287726,6.0,9,E213004,2016,,3,2021,2022,0,2016,4
8137,8979,8979,8979,7287826,6.0,9,212.201,2016,,3,2021,2022,0,2016,4
8138,8980,8980,8980,6444926,6.0,9,E300D 213208,2019,,3,2021,2022,0,2019,4
8139,8981,8981,8981,6506826,6.0,9,213.004,2019,,3,2021,2022,0,2019,4
8140,8982,8982,8982,6446626,6.0,9,213 013,2019,,3,2021,2022,0,2019,4
8141,8983,8983,8983,6065226,6.0,9,E220D,2018,,3,2021,2022,0,2018,4
8142,8985,8985,8985,9264055,5.0,6,COLD-WING SC22,1988,,2,2021,2022,0,1988,1
8143,8986,8986,8986,9198473,7.0,1,אוברלנד שרוקי R6GG,2012,,1,2021,2022,1,2012,1
8144,8987,8987,8987,9244773,2.0,1,JEEP COMPASS F1FB,2011,,1,2021,2022,0,2011,1
8145,8988,8988,8988,91528901,8.0,1,KTOC,2018,,1,2021,2022,0,2018,2
8146,8989,8989,8989,91413501,6.0,1,GLE550E DA6DB2,2019,,1,2021,2022,0,2019,2
8147,8990,8990,8990,90382301,8.0,1,2Z21,2016,,3,2021,2022,0,2016,2
8148,8991,8991,8991,91618401,2.0,1,HJXFG,2018,,1,2021,2022,0,2018,1
8149,8992,8992,8992,9612773,6.0,1,L450 4MATIC164.87B,2011,,1,2021,2022,0,2011,1
8150,8993,8993,8993,9843871,8.0,1,WX51,2010,,1,2021,2022,0,2010,4
8151,8994,8994,8994,9322275,7.0,1,רוביקון JWFG,2013,,1,2021,2022,0,2013,1
8153,8996,8996,8996,9524473,9.0,1,ספרט רובר רנג LSAA,2012,,5,2021,2022,0,2012,4
8154,8997,8997,8997,9559079,6.0,1,166.163,2016,,3,2021,2022,0,2016,2
8155,8998,8998,8998,9496975,3.0,1,EXPLORER K8G,2013,,1,2021,2022,0,2013,1
8156,8999,8999,8999,9163378,2.0,1,רוביקון רנגלר JWCG,2014,,1,2021,2022,0,2014,1
8157,9000,9000,9000,9912874,6.0,1,ML-350,2012,,1,2021,2022,0,2012,1
8158,9001,9001,9001,9883374,12.0,1,CAYENNE________A2A,2013,,3,2021,2022,0,2013,1
8159,9002,9002,9002,9701571,6.0,1,164.186,2010,,1,2021,2022,0,2010,1
8161,9004,9004,9004,9093979,12.0,1,911 991,2016,,3,2021,2022,0,2016,1
8162,9005,9005,9005,9413673,6.0,1,DA5H,2012,,1,2021,2021,0,2012,1
8163,9006,9006,9006,9154375,4.0,1,לקסוסGSL15L-CWTGVA,2013,,4,2021,2022,0,2013,1
8165,9008,9008,9008,9677772,6.0,1,164.125,2010,,1,2021,2022,0,2010,4
8166,9009,9009,9009,90128101,8.0,1,KTOCX5 XDRIVE40E,2016,,1,2021,2022,0,2016,2
8167,9010,9010,9010,9379055,2.0,1,WRANGLER,1988,,1,2021,2021,0,1988,1
8168,9011,9011,9011,9551573,12.0,1,טפטרונק קאין ה 92A,2012,,3,2021,2022,0,2012,1
8169,9012,9012,9012,9044970,6.0,1,463.234,2016,,17,2021,2022,0,2016,1
